COD_RIP,COD_REG,COD_PROV,COD_CM,COD_UTS,PRO_COM,PRO_COM_T,COMUNE,COMUNE_A,CC_UTS,Shape_Leng,Shape_Area
2,6,93,0,93,93006,093006,Barcis,,0,44854.9700268,103761679.263
2,6,93,0,93,93024,093024,Frisanco,,0,43886.5921688,60580421.0371
2,6,93,0,93,93046,093046,Tramonti di Sotto,,0,49623.3560664,85551809.507
4,14,94,0,94,94001,094001,Acquaviva d'Isernia,,0,19346.6251096,13696006.6014
4,14,94,0,94,94004,094004,Belmonte del Sannio,,0,19186.8070689,21058435.9499
4,14,94,0,94,94005,094005,Cantalupo nel Sannio,,0,16619.659828,15863970.3336
4,14,94,0,94,94009,094009,Castel del Giudice,,0,17950.097944,14848158.5098
4,14,94,0,94,94011,094011,Castelpizzuto,,0,16337.8732702,15400177.4207
4,14,94,0,94,94012,094012,Castel San Vincenzo,,0,24585.9412179,21796242.2001
4,14,94,0,94,94013,094013,Castelverrino,,0,10794.7474671,6146922.06189
4,14,94,0,94,94014,094014,Cerro al Volturno,,0,24816.2586554,23449323.0498
4,14,94,0,94,94015,094015,Chiauci,,0,16459.8050196,15748461.6567
4,14,94,0,94,94018,094018,Conca Casale,,0,17276.5507493,14576404.8331
4,14,94,0,94,94019,094019,Filignano,,0,37972.7768151,30642752.4189
4,14,94,0,94,94024,094024,Longano,,0,23316.006768,27303349.5874
4,14,94,0,94,94033,094033,Pescopennataro,,0,19809.0442252,19123237.183
4,14,94,0,94,94034,094034,Pettoranello del Molise,,0,18720.2597,15737787.9141
4,14,94,0,94,94036,094036,Pizzone,,0,28223.3617338,33729731.4709
4,14,94,0,94,94041,094041,Roccasicura,,0,23779.372023,29041627.6794
4,14,94,0,94,94044,094044,Sant'Agapito,,0,17171.7870188,16067852.3814
4,14,94,0,94,94045,094045,Santa Maria del Molise,,0,26380.2875059,16977482.5338
4,14,94,0,94,94047,094047,Sant'Elena Sannita,,0,18899.876056,13956718.6677
1,1,96,0,96,96008,096008,Callabiana,,0,19088.9514141,5794826.53415
1,1,96,0,96,96023,096023,Curino,,0,20998.7036806,21989865.4389
1,1,96,0,96,96024,096024,Donato,,0,20941.3493016,12035855.806
1,1,96,0,96,96027,096027,Gifflenga,,0,6157.54236177,2373666.31898
1,1,96,0,96,96030,096030,Magnano,,0,15958.5218572,10404425.7685
1,1,96,0,96,96031,096031,Massazza,,0,15909.7424562,11644422.0828
1,1,96,0,96,96039,096039,Netro,,0,15645.6733292,13100195.0855
1,1,96,0,96,96044,096044,Piedicavallo,,0,20668.9734633,18095097.5941
1,1,96,0,96,96054,096054,Roppolo,,0,15517.1039362,8170017.6154
1,1,96,0,96,96057,096057,Sala Biellese,,0,13094.4592149,8134701.59726
1,1,96,0,96,96067,096067,Ternengo,,0,5706.06327759,1885185.6936
1,1,96,0,96,96069,096069,Torrazzo,,0,11873.3443723,5549651.53094
1,1,96,0,96,96079,096079,Villanova Biellese,,0,13056.4242674,7943950.02013
1,3,97,0,97,97027,097027,Crandola Valsassina,,0,16465.5448446,8899158.36955
1,3,97,0,97,97093,097093,Valvarrone,,0,28474.2438134,14572518.3912
1,3,98,0,98,98001,098001,Abbadia Cerreto,,0,14774.6439392,6585235.96166
1,3,98,0,98,98023,098023,Cornovecchio,,0,12061.4530603,6481816.8586
1,3,98,0,98,98033,098033,Maccastorna,,0,10177.1158032,5360894.34321
1,1,103,0,103,103004,103004,Arola,,0,10803.4947062,6749701.61107
1,1,103,0,103,103005,103005,Aurano,,0,22953.2660214,21102633.0306
1,1,103,0,103,103007,103007,Bannio Anzino,,0,30754.4582738,39188564.7077
1,1,103,0,103,103018,103018,Caprezzo,,0,11985.9669959,7208597.10549
1,1,103,0,103,103021,103021,Ceppo Morelli,,0,29080.6278811,40271211.4265
1,1,103,0,103,103031,103031,Formazza,,0,53649.1510298,131115805.143
1,1,103,0,103,103032,103032,Germagno,,0,8356.43983597,2892346.29801
1,1,103,0,103,103036,103036,Gurro,,0,16236.4717898,13630694.8236
1,1,103,0,103,103037,103037,Intragna,,0,17697.1566978,9878379.25617
1,1,103,0,103,103038,103038,Loreglia,,0,13908.6393314,9414637.07564
1,1,103,0,103,103039,103039,Macugnaga,,0,40625.3608175,100256158.813
2,8,99,0,99,99009,099009,Montegridolfo,,0,12227.1011275,6971962.99135
2,8,99,0,99,99015,099015,Saludecio,,0,33146.6591956,34410662.7202
2,8,99,0,99,99021,099021,Casteldelci,,0,34879.1987046,49910470.9315
2,8,99,0,99,99022,099022,Maiolo,,0,22788.4948467,23946787.4655
5,19,83,283,283,83021,083021,Fiumedinisi,,0,38180.2257721,35534357.4331
5,19,83,283,283,83002,083002,Alì,,0,20884.4002193,16138553.7583
5,19,83,283,283,83012,083012,Casalvecchio Siculo,,0,30722.3827899,34023816.6714
5,19,82,282,282,82039,082039,Giuliana,,0,27586.9607308,23969202.6612
5,19,82,282,282,82040,082040,Godrano,,0,31069.7029894,39337277.531
5,19,82,282,282,82066,082066,Santa Cristina Gela,,0,41786.4376963,38794897.6395
5,19,82,282,282,82069,082069,Sclafani Bagni,,0,106251.685633,136061967.052
5,19,83,283,283,83045,083045,Mandanici,,0,15553.4605571,11967743.0039
5,19,83,283,283,83058,083058,Motta Camastra,,0,21264.0122372,25759724.9521
5,19,83,283,283,83071,083071,Roccafiorita,,0,5853.108841,1197996.33113
5,19,82,282,282,82016,082016,Campofelice di Fitalia,,0,29025.6055214,34741439.4306
5,20,111,0,111,111037,111037,Las Plassas,,0,14343.5084338,11003360.2323
5,20,111,0,111,111080,111080,Setzu,,0,15119.4370343,7795721.6951
5,20,111,0,111,111024,111024,Genuri,,0,10903.6798717,7573448.56783
5,20,111,0,111,111029,111029,Goni,,0,21582.751895,18753956.0749
5,20,90,0,90,90040,090040,Monteleone Rocca Doria,,0,17923.3999203,13343710.2069
5,20,95,0,95,95071,095071,Villanova Truschedu,,0,23401.8873686,16975088.2857
5,20,95,0,95,95073,095073,Villa Verde,,0,21616.631461,17750731.6361
5,20,95,0,95,95078,095078,Soddì,,0,9156.21637612,5262601.05602
5,20,95,0,95,95084,095084,Modolo,,0,6985.82435216,3010761.40338
5,20,95,0,95,95086,095086,Sagama,,0,13758.8919812,11840473.5091
5,20,91,0,91,91068,091068,Osidda,,0,22929.3040828,26065945.6347
5,20,91,0,91,91050,091050,Noragugume,,0,23700.8680393,26775932.0922
5,20,91,0,91,91058,091058,Onanì,,0,44447.1466521,71152206.7356
5,20,91,0,91,91090,091090,Teti,,0,32740.8306302,43993052.3341
5,20,91,0,91,91104,091104,Lodine,,0,11410.5725301,7984166.62559
5,20,90,0,90,90066,090066,Semestene,,0,28131.9420383,39610088.6991
5,20,95,0,95,95010,095010,Baradili,,0,10131.1819154,5721119.65925
5,20,95,0,95,95016,095016,Boroneddu,,0,10818.2577832,5005725.0849
5,20,90,0,90,90014,090014,Bortigiadas,,0,45905.5684393,75414911.3002
5,20,90,0,90,90015,090015,Borutta,,0,10503.6668948,4745668.66083
5,20,95,0,95,95034,095034,Nughedu Santa Vittoria,,0,22287.5826735,28391314.7544
5,20,90,0,90,90024,090024,Cheremule,,0,31704.0536147,24587735.292
5,20,95,0,95,95036,095036,Nureci,,0,16988.9949582,12894831.7517
5,20,95,0,95,95040,095040,Pau,,0,16209.6487663,13836416.7592
5,20,95,0,95,95042,095042,Pompu,,0,9872.23774639,5286021.95059
5,20,95,0,95,95048,095048,Villa Sant'Antonio,,0,18821.0018731,19437653.9926
5,20,95,0,95,95055,095055,Sennariolo,,0,17999.668914,15870649.9204
5,20,95,0,95,95061,095061,Siris,,0,9639.90840411,6089745.97144
5,20,95,0,95,95064,095064,Tadasuni,,0,12162.8129295,5171635.74268
